target_species,target_species_c,cospecies_scientific_name,cospecies_family,cospecies_acronym,cospecies_nativity,cospecies_c,cospecies_w,cospecies_physiognomy,cospecies_duration,cospecies_common_name
Symphyotrichum lateriflorum,4,Scutellaria integrifolia,Lamiaceae,SCIN2,native,4,-3,forb,perennial,hyssop skullcup
Symphyotrichum lateriflorum,4,Setaria pumila,Poaceae,SEPUP2,non-native,0,0,grass,annual,yellow foxtail
Symphyotrichum lateriflorum,4,Smilax rotundifolia,Smilacaceae,SMRO,native,2,0,vine,perennial,roundleaf greenbrier
Symphyotrichum lateriflorum,4,Solenostema gracillimum,Jungermanniaceae,JUGR6,native,3,NA,bryophyte,perennial,delicate flapwort
Symphyotrichum lateriflorum,4,Solidago canadensis,Asteraceae,SOCA6,native,2,3,forb,perennial,canada goldenrod
Symphyotrichum lateriflorum,4,Solidago gigantea,Asteraceae,SOGI,native,3,-3,forb,perennial,giant goldenrod
Symphyotrichum lateriflorum,4,Solidago juncea,Asteraceae,SOJU,native,2,5,forb,perennial,early goldenrod
Symphyotrichum lateriflorum,4,Solidago patula,Asteraceae,SOPA2,native,7,-5,forb,perennial,spreading goldenrod
Symphyotrichum lateriflorum,4,Solidago rugosa,Asteraceae,SORU2,native,3,0,forb,perennial,wrinkle-leaf goldenrod
Symphyotrichum lateriflorum,4,Sorghastrum nutans,Poaceae,SONU2,native,7,5,grass,perennial,indian-grass
Symphyotrichum lateriflorum,4,Spergularia rubra,Caryophyllaceae,SPRU,non-native,0,3,forb,annual,purple sand-spurrey
Symphyotrichum lateriflorum,4,Sphagnum palustre,Sphagnaceae,SPPA70,native,5,-5,bryophyte,perennial,pale peatmoss
Symphyotrichum lateriflorum,4,Spiraea alba var. latifolia,Rosaceae,SPALL,native,5,-3,shrub,perennial,white meadowsweet
Symphyotrichum lateriflorum,4,Symphyotrichum dumosum,Asteraceae,SYDU2,native,3,0,forb,perennial,bushy aster
Symphyotrichum lateriflorum,4,Symplocarpus foetidus,Araceae,SYFO,native,5,-5,forb,perennial,skunk cabbage
Symphyotrichum lateriflorum,4,Taraxacum laevigatum,Asteraceae,TALA2,non-native,0,5,forb,perennial,red-seeded dandelion
Symphyotrichum lateriflorum,4,Thalictrum dioicum,Ranunculaceae,THDI,native,7,0,forb,perennial,early meadow-rue
Symphyotrichum lateriflorum,4,Thelypteris noveboracensis,Thelypteridaceae,THNO,native,4,0,fern,perennial,new york fern
Symphyotrichum lateriflorum,4,Thelypteris palustris,Thelypteridaceae,THPA,native,4,-5,fern,perennial,eastern marsh fern
Symphyotrichum lateriflorum,4,Thuidium delicatulum,Thuidiaceae,THDE10,native,3,0,bryophyte,perennial,brittle fernmoss
Symphyotrichum lateriflorum,4,Toxicodendron radicans,Anacardiaceae,TORA2,native,1,0,vine,perennial,poison ivy
Symphyotrichum lateriflorum,4,Trifolium arvense,Fabaceae,TRAR4,non-native,0,5,forb,annual,rabbit's-foot clover
Symphyotrichum lateriflorum,4,Trifolium aureum,Fabaceae,TRAU2,non-native,0,5,forb,biennial,large yellow hop-clover
Symphyotrichum lateriflorum,4,Trifolium repens,Fabaceae,TRRE3,non-native,0,3,forb,perennial,white clover
Symphyotrichum lateriflorum,4,Ulmus americana,Ulmaceae,ULAM,native,6,-3,tree,perennial,american elm
Symphyotrichum lateriflorum,4,Vaccinium corymbosum,Ericaceae,VACO,native,5,-3,shrub,perennial,highbush blueberry
Symphyotrichum lateriflorum,4,Vaccinium fuscatum,Ericaceae,VAFU,native,6,-3,shrub,perennial,black highbush blueberry
Symphyotrichum lateriflorum,4,Verbascum blattaria,Scrophulariaceae,VEBL,non-native,0,5,forb,biennial,moth mullein
Symphyotrichum lateriflorum,4,Verbascum thapsus,Scrophulariaceae,VETH,non-native,0,5,forb,biennial,mullein
Symphyotrichum lateriflorum,4,Verbena hastata,Verbenaceae,VEHA2,native,3,-3,forb,perennial,blue vervain
Symphyotrichum lateriflorum,4,Vernonia noveboracensis,Asteraceae,VENO,native,4,-3,forb,perennial,new york ironweed
Symphyotrichum lateriflorum,4,Veronica officinalis,Scrophulariaceae,VEOF2,non-native,0,3,forb,perennial,speedwell
Symphyotrichum lateriflorum,4,Viburnum dentatum,Caprifoliaceae,VIDE,native,5,0,shrub,perennial,southern arrowwood
Symphyotrichum lateriflorum,4,Viburnum dilatatum,Caprifoliaceae,VIDI80,non-native,0,5,shrub,perennial,linden viburnum
Symphyotrichum lateriflorum,4,Viburnum prunifolium,Caprifoliaceae,VIPR,native,5,3,shrub,perennial,black-haw
Symphyotrichum lateriflorum,4,Vicia tetrasperma,Fabaceae,VITE,non-native,0,5,forb,annual,lentil vetch
Symphyotrichum lateriflorum,4,Viola cucullata,Violaceae,VICU,native,6,-5,forb,perennial,blue marsh violet
Symphyotrichum lateriflorum,4,Viola sororia,Violaceae,VISO,native,3,0,forb,perennial,blue violet
Symphyotrichum lateriflorum,4,Vitis aestivalis,Vitaceae,VIAE,native,5,3,vine,perennial,summer grape
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VIRI,native,8,-3,vine,perennial,riverbank grape
Symphyotrichum lateriflorum,4,Wisteria floribunda,Fabaceae,WIFL,non-native,0,5,vine,perennial,japanese wisteria
Symphyotrichum lateriflorum,4,Wisteria sinensis,Fabaceae,WISI,non-native,0,5,vine,perennial,chinese wisteria
Symphyotrichum lateriflorum,4,Acer rubrum var. rubrum,Aceraceae,ACRUR,native,3,-4,tree,perennial,red maple
Symphyotrichum lateriflorum,4,Acer saccharinum,Aceraceae,ACSA2,native,5,-3,tree,perennial,silver maple
Symphyotrichum lateriflorum,4,Acer saccharum,Aceraceae,ACSA3,native,5,3,tree,perennial,sugar maple
Symphyotrichum lateriflorum,4,Achillea millefolium,Asteraceae,ACMI2,non-native,0,3,forb,perennial,yarrow
Symphyotrichum lateriflorum,4,Ageratina altissima,Asteraceae,AGAL5,native,3,3,forb,perennial,white snakeroot
Symphyotrichum lateriflorum,4,Agrimonia gryposepala,Rosaceae,AGGR2,native,4,3,forb,perennial,tall hairy agrimony
Symphyotrichum lateriflorum,4,Agrostis gigantea,Poaceae,AGGI2,non-native,0,-3,grass,perennial,redtop
Symphyotrichum lateriflorum,4,Agrostis perennans,Poaceae,AGPE,native,5,0,grass,perennial,5and bentgrass
Symphyotrichum lateriflorum,4,Agrostis stolonifera,Poaceae,AGST2,non-native,0,-1,grass,perennial,creeping bent-grass
Symphyotrichum lateriflorum,4,Ajuga reptans,Lamiaceae,AJRE,non-native,0,5,forb,perennial,carpet bugleweed
Symphyotrichum lateriflorum,4,Alisma subcordatum,Alismataceae,ALSU,native,5,-5,forb,perennial,american water-plantain
Symphyotrichum lateriflorum,4,Alliaria petiolata,Brassicaceae,ALPE4,non-native,0,3,forb,biennial,garlic-mustard
Symphyotrichum lateriflorum,4,Allium vineale,Liliaceae,ALVI,non-native,0,3,forb,perennial,field garlic
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMAR2,native,1,3,forb,annual,ragweed
Symphyotrichum lateriflorum,4,Amphicarpaea bracteata,Fabaceae,AMBR2,native,4,0,forb,perennial,hog peanut
Symphyotrichum lateriflorum,4,Andropogon glomeratus,Poaceae,ANGL2,native,6,-3,grass,perennial,bushy bluestem
Symphyotrichum lateriflorum,4,Anthoxanthum odoratum,Poaceae,ANOD,non-native,0,3,grass,perennial,sweet vernalgrass
Symphyotrichum lateriflorum,4,Apocynum androsaemifolium,Apocynaceae,APAN2,native,3,3,forb,perennial,pink dogbane
Symphyotrichum lateriflorum,4,Apocynum cannabinum,Apocynaceae,APCA,native,2,0,forb,perennial,indian-hemp
Symphyotrichum lateriflorum,4,Arisaema triphyllum,Araceae,ARTR,native,5,-3,forb,perennial,jack-in-the-pulpit
Symphyotrichum lateriflorum,4,Artemisia vulgaris,Asteraceae,ARVU,non-native,0,5,forb,perennial,mugwort
Symphyotrichum lateriflorum,4,Arthraxon hispidus,Poaceae,ARHI3,non-native,0,-3,grass,annual,small carpgrass
Symphyotrichum lateriflorum,4,Asclepias incarnata,Asclepiadaceae,ASIN,native,5,-5,forb,perennial,swamp milkweed
Symphyotrichum lateriflorum,4,Asclepias purpurascens,Asclepiadaceae,ASPU2,native,7,3,forb,perennial,purple milkweed
Symphyotrichum lateriflorum,4,Asclepias syriaca,Asclepiadaceae,ASSY,native,1,3,forb,perennial,milkweed
Symphyotrichum lateriflorum,4,Asclepias tuberosa,Asclepiadaceae,ASTU,native,1,5,forb,perennial,butterfly-weed
Symphyotrichum lateriflorum,4,Atrichum angustatum,Polytrichaceae,ATAN3,native,2,3,bryophyte,NA,lesser starburst
Symphyotrichum lateriflorum,4,Aulacomnium palustre,Aulacomniaceae,AUPA70,native,5,-3,bryophyte,NA,hummock moss
Symphyotrichum lateriflorum,4,Berberis thunbergii,Berberidaceae,BETH,non-native,0,3,forb,perennial,japanese barberry
Symphyotrichum lateriflorum,4,Betula populifolia,Betulaceae,BEPO,native,3,0,tree,perennial,gray birch
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIFR,native,2,-3,forb,annual,beggar-ticks
Symphyotrichum lateriflorum,4,Bidens laevis,Asteraceae,BILA,native,5,-5,forb,annual,showy bur-marigold
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOCY,native,4,-5,forb,perennial,false nettle
Symphyotrichum lateriflorum,4,Brassica nigra,Brassicaceae,BRNI,non-native,0,5,forb,annual,black mustard
Symphyotrichum lateriflorum,4,Calliergon cordifolium,Amblystegiaceae,CACO70,native,8,-5,bryophyte,NA,heartleaf spearmoss
Symphyotrichum lateriflorum,4,Cardamine bulbosa,Brassicaceae,CABU3,native,7,-5,forb,perennial,bittercress
Symphyotrichum lateriflorum,4,Cardamine pratensis var. pratensis,Brassicaceae,CAPRP,non-native,0,-5,forb,perennial,cuckoo-flower
Symphyotrichum lateriflorum,4,Carex annectens,Cyperaceae,CAAN6,native,3,-3,sedge,perennial,yellow-fruited sedge
Symphyotrichum lateriflorum,4,Carex glaucodea,Cyperaceae,CAGL6,native,6,0,sedge,perennial,blue sedge
Symphyotrichum lateriflorum,4,Carex intumescens,Cyperaceae,CAIN12,native,5,-3,sedge,perennial,bladder sedge
Symphyotrichum lateriflorum,4,Carex lacustris,Cyperaceae,CALA16,native,9,-5,sedge,perennial,lake-bank sedge
Symphyotrichum lateriflorum,4,Carex lurida,Cyperaceae,CALU5,native,4,-5,sedge,perennial,sallow sedge
Symphyotrichum lateriflorum,4,Carex muehlenbergii,Cyperaceae,CAMU4,native,5,5,sedge,perennial,muhlenberg's sedge
Symphyotrichum lateriflorum,4,Carex pallescens,Cyperaceae,CAPA17,native,7,-3,sedge,perennial,pale sedge
Symphyotrichum lateriflorum,4,Carex scoparia,Cyperaceae,CASC11,native,3,-3,sedge,perennial,broom sedge
Symphyotrichum lateriflorum,4,Carex squarrosa,Cyperaceae,CASQ2,native,5,-5,sedge,perennial,squarrose sedge
Symphyotrichum lateriflorum,4,Carex stipata,Cyperaceae,CAST5,native,2,-5,sedge,perennial,awl-fruited sedge
Symphyotrichum lateriflorum,4,Carex stricta,Cyperaceae,CAST8,native,5,-5,sedge,perennial,tussock sedge
Symphyotrichum lateriflorum,4,Carex swanii,Cyperaceae,CASW,native,5,3,sedge,perennial,swan's sedge
Symphyotrichum lateriflorum,4,Carex tribuloides,Cyperaceae,CATR7,native,4,-3,sedge,perennial,blunt broom sedge
Symphyotrichum lateriflorum,4,Carex typhina,Cyperaceae,CATY,native,8,-5,sedge,perennial,cat-tail sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CAVU2,native,3,-5,sedge,perennial,fox sedge
Symphyotrichum lateriflorum,4,Carpinus caroliniana,Betulaceae,CACA18,native,7,0,tree,perennial,hornbeam
Symphyotrichum lateriflorum,4,Carya ovata,Juglandaceae,CAOV2,native,6,3,tree,perennial,shagbark hickory
Symphyotrichum lateriflorum,4,Carya tomentosa,Juglandaceae,CATO6,native,5,3,tree,perennial,mockernut hickory
Symphyotrichum lateriflorum,4,Celastrus orbiculatus,Celastraceae,CEOR7,non-native,0,3,vine,perennial,asian bittersweet
Symphyotrichum lateriflorum,4,Centaurea stoebe,Asteraceae,CEST8,non-native,0,5,forb,biennial,spotted knapweed
Symphyotrichum lateriflorum,4,Cephalanthus occidentalis,Rubiaceae,CEOC2,native,6,-5,shrub,perennial,buttonbush
Symphyotrichum lateriflorum,4,Cerastium arvense,Caryophyllaceae,CEAR4,native,7,3,forb,perennial,field chickweed
Symphyotrichum lateriflorum,4,Chamaecrista nictitans,Fabaceae,CHNI2,native,2,3,forb,annual,wild sensitive-plant
Symphyotrichum lateriflorum,4,Chelone glabra,Scrophulariaceae,CHGL2,native,6,-5,forb,perennial,turtlehead
Symphyotrichum lateriflorum,4,Cichorium intybus,Asteraceae,CIIN,non-native,0,3,forb,biennial,blue chicory
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIAR4,non-native,0,3,forb,perennial,canada thistle
Symphyotrichum lateriflorum,4,Claytonia virginica var. virginica,Portulacaceae,CLVIV,native,5,0,forb,perennial,virginia spring-beauty
Symphyotrichum lateriflorum,4,Climacium dendroides,Climaciaceae,CLDE70,native,3,0,bryophyte,NA,swamp treemoss
Symphyotrichum lateriflorum,4,Cornus florida,Cornaceae,COFL2,native,5,3,tree,perennial,flowering dogwood
Symphyotrichum lateriflorum,4,Cornus racemosa,Cornaceae,CORA6,native,5,0,shrub,perennial,grey dogwood
Symphyotrichum lateriflorum,4,Crataegus sp.,Rosaceae,CRSP0,native,6,4,tree,perennial,hawthorn
Symphyotrichum lateriflorum,4,Cryptotaenia canadensis,Apiaceae,CRCA9,native,5,0,forb,perennial,honewort
Symphyotrichum lateriflorum,4,Cuscuta gronovii,Cuscutaceae,CUGR,native,3,5,vine,perennial,dodder
Symphyotrichum lateriflorum,4,Cyperus grayi,Cyperaceae,CYGR2,native,5,5,sedge,perennial,gray's flatsedge
Symphyotrichum lateriflorum,4,Cyperus strigosus,Cyperaceae,CYST,native,1,-3,sedge,perennial,straw-colored flatsedge
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DACA6,non-native,0,5,forb,biennial,queen anne's lace
Symphyotrichum lateriflorum,4,Dennstaedtia punctilobula,Dennstaedtiaceae,DEPU2,native,4,3,fern,perennial,hay-scented fern
Symphyotrichum lateriflorum,4,Deschampsia flexuosa,Poaceae,DEFL,native,4,3,grass,perennial,hair grass
Symphyotrichum lateriflorum,4,Desmodium marilandicum,Fabaceae,DEMA2,native,4,5,forb,perennial,maryland tick-clover
Symphyotrichum lateriflorum,4,Desmodium paniculatum,Fabaceae,DEPA6,native,4,3,forb,perennial,tick-trefoil
Symphyotrichum lateriflorum,4,Dichanthelium acuminatum var. acuminatum,Poaceae,DIACA,native,5,0,grass,perennial,walter benner's panic grass
Symphyotrichum lateriflorum,4,Dichanthelium clandestinum,Poaceae,DICL,native,2,-3,grass,perennial,deertongue
Symphyotrichum lateriflorum,4,Dichanthelium latifolium,Poaceae,DILA8,native,6,3,grass,perennial,broadleaf rosette grass
Symphyotrichum lateriflorum,4,Dichanthelium villosissimum,Poaceae,DIVI7,native,6,5,grass,perennial,whitehair rosette grass
Symphyotrichum lateriflorum,4,Dicranum montanum,Dicranaceae,DIMO6,native,4,0,bryophyte,NA,bark broommoss
Symphyotrichum lateriflorum,4,Elaeagnus angustifolia,Elaeagnaceae,ELAN,non-native,0,3,shrub,perennial,russian-olive
Symphyotrichum lateriflorum,4,Eleocharis acicularis,Cyperaceae,ELAC,native,3,-5,sedge,annual,needle spike-rush
Symphyotrichum lateriflorum,4,Eleocharis obtusa,Cyperaceae,ELOB2,native,4,-5,sedge,perennial,blunt spike-rush
Symphyotrichum lateriflorum,4,Epilobium coloratum,Onagraceae,EPCO,native,2,-5,forb,perennial,purple-leaved willow-herb
Symphyotrichum lateriflorum,4,Equisetum arvense,Equisetaceae,EQAR,native,2,0,fern,perennial,field horsetail
Symphyotrichum lateriflorum,4,Eragrostis spectabilis,Poaceae,ERSP,native,2,5,grass,perennial,purple love-grass
Symphyotrichum lateriflorum,4,Erechtites hieraciifolius,Asteraceae,ERHI12,native,2,0,forb,annual,american burnweed
Symphyotrichum lateriflorum,4,Erigeron strigosus,Asteraceae,ERST3,native,1,0,forb,biennial,daisy fleabane
Symphyotrichum lateriflorum,4,Erythronium americanum,Liliaceae,ERAM5,native,5,5,forb,perennial,yellow trout-lily
Symphyotrichum lateriflorum,4,Euonymus alatus,Celastraceae,EUAL13,non-native,0,5,shrub,perennial,winged euonymous
Symphyotrichum lateriflorum,4,Euonymus americanus,Celastraceae,EUAM9,native,6,0,shrub,perennial,hearts-a-bursting
Symphyotrichum lateriflorum,4,Eupatorium perfoliatum,Asteraceae,EUPE3,native,4,-3,forb,perennial,boneset
Symphyotrichum lateriflorum,4,Eupatorium sessilifolium,Asteraceae,EUSE3,native,5,5,forb,perennial,5and boneset
Symphyotrichum lateriflorum,4,Eurybia divaricata,Asteraceae,EUDI16,native,5,5,forb,perennial,white wood aster
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUGR5,native,2,0,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium dubium,Asteraceae,EUDU6,native,5,-3,forb,perennial,coastal plain joe-pye weed
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUMA9,native,5,-5,forb,perennial,spotted joe-pye-weed
Symphyotrichum lateriflorum,4,Fagus grandifolia,Fagaceae,FAGR,native,6,3,tree,perennial,american beech
Symphyotrichum lateriflorum,4,Festuca elatior,Poaceae,FEEL,non-native,0,3,grass,perennial,tall fescue
Symphyotrichum lateriflorum,4,Festuca ovina,Poaceae,FEOV,non-native,0,5,grass,perennial,sheep fescue
Symphyotrichum lateriflorum,4,Festuca rubra,Poaceae,FERU2,native,6,3,grass,perennial,red fescue
Symphyotrichum lateriflorum,4,Fragaria virginiana,Rosaceae,FRVI,native,3,3,forb,perennial,virginia strawberry
Symphyotrichum lateriflorum,4,Frangula alnus,Rhamnaceae,FRAL4,non-native,0,5,forb,perennial,glossy buckthorn
Symphyotrichum lateriflorum,4,Fraxinus americana,Oleaceae,FRAM2,native,5,3,tree,perennial,white ash
Symphyotrichum lateriflorum,4,Frullania eboracensis,Jubulaceae,FREB,native,0,NA,bryophyte,perennial,new york scalewort
Symphyotrichum lateriflorum,4,Galium aparine,Rubiaceae,GAAP2,native,2,3,forb,annual,stickywilly
Symphyotrichum lateriflorum,4,Galium asprellum,Rubiaceae,GAAS2,native,6,-5,forb,perennial,rough bedstraw
Symphyotrichum lateriflorum,4,Galium mollugo,Rubiaceae,GAMO,non-native,0,3,forb,perennial,white bedstraw
Symphyotrichum lateriflorum,4,Galium palustre,Rubiaceae,GAPA3,native,5,-5,forb,perennial,marsh bedstraw
Symphyotrichum lateriflorum,4,Galium verum,Rubiaceae,GAVE,non-native,0,5,forb,perennial,yellow bedstraw
Symphyotrichum lateriflorum,4,Geranium maculatum,Geraniaceae,GEMA,native,5,3,forb,perennial,wood geranium
Symphyotrichum lateriflorum,4,Geum virginianum,Rosaceae,GEVI4,native,7,-3,forb,perennial,virginia avens
Symphyotrichum lateriflorum,4,Glyceria canadensis,Poaceae,GLCA,native,6,-5,grass,perennial,rattlesnake manna grass
Symphyotrichum lateriflorum,4,Glyceria striata,Poaceae,GLST,native,4,-5,grass,perennial,fowl manna grass
Symphyotrichum lateriflorum,4,Helenium autumnale,Asteraceae,HEAU,native,5,-3,forb,perennial,sneezeweed
Symphyotrichum lateriflorum,4,Helianthus giganteus,Asteraceae,HEGI,native,6,-3,forb,perennial,swamp sunflower
Symphyotrichum lateriflorum,4,Hibiscus moscheutos,Malvaceae,HIMO,native,5,-5,forb,perennial,rose-mallow
Symphyotrichum lateriflorum,4,Hypericum punctatum,Clusiaceae,HYPU,native,1,0,forb,perennial,spotted st. johns-wort
Symphyotrichum lateriflorum,4,Hypnum lindbergii,Hypnaceae,HYLI70,native,5,NA,bryophyte,NA,lindbergs plaitmoss
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMCA,native,3,-3,forb,annual,jewelweed
Symphyotrichum lateriflorum,4,Iris pseudacorus,Iridaceae,IRPS,non-native,0,-5,forb,perennial,water flag
Symphyotrichum lateriflorum,4,Juncus acuminatus,Juncaceae,JUAC,native,4,-5,rush,perennial,sharp-fruited rush
Symphyotrichum lateriflorum,4,Juncus canadensis,Juncaceae,JUCA3,native,3,-5,rush,perennial,canada rush
Symphyotrichum lateriflorum,4,Juncus dichotomus,Juncaceae,JUDI,native,3,-3,rush,perennial,forked rush
Symphyotrichum lateriflorum,4,Juncus effusus,Juncaceae,JUEF,native,2,-5,rush,perennial,rush
Symphyotrichum lateriflorum,4,Juncus marginatus,Juncaceae,JUMA4,native,6,-3,rush,perennial,grass-leaved rush
Symphyotrichum lateriflorum,4,Juncus nodosus,Juncaceae,JUNO2,native,7,-5,rush,perennial,knotted rush
Symphyotrichum lateriflorum,4,Juncus secundus,Juncaceae,JUSE,native,5,3,rush,perennial,lopsided rush
Symphyotrichum lateriflorum,4,Juncus tenuis,Juncaceae,JUTE,native,1,0,rush,perennial,poverty rush
Symphyotrichum lateriflorum,4,Juniperus virginiana,Cupressaceae,JUVI,native,2,3,tree,perennial,eastern red-cedar
Symphyotrichum lateriflorum,4,Krigia virginica,Asteraceae,KRVI,native,6,3,forb,annual,virginia dwarfdandelion
Symphyotrichum lateriflorum,4,Laportea canadensis,Urticaceae,LACA3,native,6,0,forb,perennial,wood-nettle
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEOR,native,3,-5,grass,perennial,rice cutgrass
Symphyotrichum lateriflorum,4,Leptodictyum riparium,Amblystegiaceae,LERI6,native,5,NA,bryophyte,NA,wet thread
Symphyotrichum lateriflorum,4,Leucanthemum vulgare,Asteraceae,LEVU,non-native,0,5,forb,perennial,ox-eye daisy
Symphyotrichum lateriflorum,4,Leucobryum glaucum,Leucobryaceae,LEGL19,native,3,0,bryophyte,NA,cushionmoss
Symphyotrichum lateriflorum,4,Ligustrum vulgare,Oleaceae,LIVU,non-native,0,3,shrub,perennial,privet
Symphyotrichum lateriflorum,4,Linaria vulgaris,Scrophulariaceae,LIVU2,non-native,0,5,forb,perennial,butter-and-eggs
Symphyotrichum lateriflorum,4,Liriodendron tulipifera,Magnoliaceae,LITU,native,5,3,tree,perennial,tulip tree
Symphyotrichum lateriflorum,4,Lobelia siphilitica,Campanulaceae,LOSI,native,5,-5,forb,perennial,great blue lobelia
Symphyotrichum lateriflorum,4,Lolium perenne,Poaceae,LOPE,non-native,0,3,grass,perennial,perennial ryegrass
Symphyotrichum lateriflorum,4,Lonicera japonica,Caprifoliaceae,LOJA,non-native,0,0,vine,perennial,japanese honeysuckle
Symphyotrichum lateriflorum,4,Lonicera morrowii,Caprifoliaceae,LOMO2,non-native,0,3,shrub,perennial,morrow's honeysuckle
Symphyotrichum lateriflorum,4,Ludwigia alternifolia,Onagraceae,LUAL2,native,3,-5,forb,perennial,seedbox
